"data_id","language","form","age","gender","mom_ed","comprehension","production"
29822,"Croatian","WG",16,"Male",NA,122,12
29830,"Croatian","WG",16,"Male",NA,241,68
29831,"Croatian","WG",16,"Male",NA,103,14
29832,"Croatian","WG",16,"Female",NA,76,10
29837,"Croatian","WG",16,"Female",NA,325,130
29844,"Croatian","WG",16,"Female",NA,393,322
29848,"Croatian","WG",16,"Female",NA,343,26
29855,"Croatian","WG",16,"Male",NA,395,118
29885,"Croatian","WG",16,"Female",NA,234,30
29895,"Croatian","WG",16,"Male",NA,301,79
29896,"Croatian","WG",16,"Male",NA,234,28
29901,"Croatian","WG",16,"Male",NA,135,36
29906,"Croatian","WG",16,"Female",NA,213,19
29907,"Croatian","WG",16,"Female",NA,333,222
29919,"Croatian","WG",16,"Male",NA,178,99
29929,"Croatian","WG",16,"Male",NA,86,9
29935,"Croatian","WG",16,"Female",NA,145,103
29940,"Croatian","WG",16,"Female",NA,396,235
29958,"Croatian","WG",16,"Male",NA,396,11
29959,"Croatian","WG",16,"Male",NA,202,141
29967,"Croatian","WG",16,"Female",NA,291,122
29969,"Croatian","WG",16,"Female",NA,160,52
29979,"Croatian","WG",16,"Male",NA,396,177
29987,"Croatian","WG",16,"Male",NA,216,21
29996,"Croatian","WG",16,"Female",NA,128,22
29998,"Croatian","WG",16,"Female",NA,120,55
29999,"Croatian","WG",16,"Female",NA,182,18
30014,"Croatian","WG",16,"Female",NA,96,5
30018,"Croatian","WG",16,"Female",NA,172,53
30025,"Croatian","WG",16,"Female",NA,28,7
30026,"Croatian","WG",16,"Female",NA,149,64
30027,"Croatian","WG",16,"Female",NA,227,181
30040,"Croatian","WG",16,"Male",NA,193,21
30069,"Croatian","WG",16,"Female",NA,30,3
30071,"Croatian","WS",30,"Female",NA,462,462
30072,"Croatian","WS",29,"Female",NA,527,527
30073,"Croatian","WS",27,"Female",NA,400,400
30074,"Croatian","WS",24,"Female",NA,448,448
30075,"Croatian","WS",24,"Female",NA,315,315
30076,"Croatian","WS",21,"Female",NA,274,274
30077,"Croatian","WS",20,"Female",NA,286,286
30078,"Croatian","WS",19,"Female",NA,287,287
30079,"Croatian","WS",18,"Female",NA,56,56
30080,"Croatian","WS",16,"Female",NA,9,9
30081,"Croatian","WS",17,"Male",NA,68,68
30082,"Croatian","WS",18,"Male",NA,51,51
30083,"Croatian","WS",21,"Male",NA,17,17
30084,"Croatian","WS",24,"Male",NA,448,448
30085,"Croatian","WS",25,"Male",NA,132,132
30086,"Croatian","WS",26,"Male",NA,282,282
30087,"Croatian","WS",27,"Male",NA,219,219
30088,"Croatian","WS",29,"Male",NA,570,570
30089,"Croatian","WS",30,"Male",NA,710,710
30090,"Croatian","WS",30,"Female",NA,409,409
30091,"Croatian","WS",27,"Female",NA,300,300
30092,"Croatian","WS",28,"Male",NA,444,444
30093,"Croatian","WS",23,"Female",NA,108,108
30094,"Croatian","WS",29,"Male",NA,464,464
30095,"Croatian","WS",17,"Male",NA,62,62
30096,"Croatian","WS",24,"Male",NA,86,86
30097,"Croatian","WS",18,"Male",NA,246,246
30098,"Croatian","WS",26,"Male",NA,97,97
30099,"Croatian","WS",25,"Female",NA,450,450
30100,"Croatian","WS",17,"Female",NA,213,213
30101,"Croatian","WS",19,"Female",NA,40,40
30102,"Croatian","WS",23,"Female",NA,456,456
30103,"Croatian","WS",25,"Female",NA,614,614
30104,"Croatian","WS",17,"Female",NA,9,9
30105,"Croatian","WS",24,"Female",NA,345,345
30106,"Croatian","WS",29,"Male",NA,449,449
30107,"Croatian","WS",18,"Male",NA,121,121
30108,"Croatian","WS",28,"Male",NA,344,344
30109,"Croatian","WS",16,"Male",NA,16,16
30110,"Croatian","WS",19,"Male",NA,75,75
30111,"Croatian","WS",22,"Male",NA,60,60
30112,"Croatian","WS",28,"Male",NA,536,536
30113,"Croatian","WS",30,"Female",NA,543,543
30114,"Croatian","WS",27,"Female",NA,349,349
30115,"Croatian","WS",25,"Female",NA,325,325
30116,"Croatian","WS",18,"Female",NA,36,36
30117,"Croatian","WS",17,"Female",NA,91,91
30118,"Croatian","WS",30,"Male",NA,567,567
30119,"Croatian","WS",28,"Male",NA,312,312
30120,"Croatian","WS",26,"Male",NA,329,329
30121,"Croatian","WS",26,"Male",NA,184,184
30122,"Croatian","WS",21,"Male",NA,108,108
30123,"Croatian","WS",21,"Male",NA,50,50
30124,"Croatian","WS",20,"Male",NA,95,95
30125,"Croatian","WS",26,"Male",NA,324,324
30126,"Croatian","WS",25,"Male",NA,391,391
30127,"Croatian","WS",28,"Male",NA,239,239
30128,"Croatian","WS",18,"Male",NA,24,24
30129,"Croatian","WS",25,"Male",NA,335,335
30130,"Croatian","WS",19,"Male",NA,87,87
30131,"Croatian","WS",24,"Male",NA,374,374
30132,"Croatian","WS",23,"Male",NA,172,172
30133,"Croatian","WS",28,"Male",NA,343,343
30134,"Croatian","WS",29,"Female",NA,240,240
30135,"Croatian","WS",26,"Female",NA,379,379
30136,"Croatian","WS",23,"Female",NA,101,101
30137,"Croatian","WS",21,"Female",NA,136,136
30138,"Croatian","WS",17,"Female",NA,47,47
30139,"Croatian","WS",18,"Female",NA,14,14
30140,"Croatian","WS",30,"Female",NA,391,391
30141,"Croatian","WS",20,"Female",NA,26,26
30142,"Croatian","WS",17,"Female",NA,57,57
30143,"Croatian","WS",28,"Female",NA,540,540
30144,"Croatian","WS",24,"Female",NA,91,91
30145,"Croatian","WS",22,"Female",NA,82,82
30146,"Croatian","WS",30,"Female",NA,548,548
30147,"Croatian","WS",22,"Female",NA,181,181
30148,"Croatian","WS",24,"Female",NA,343,343
30149,"Croatian","WS",26,"Female",NA,229,229
30150,"Croatian","WS",21,"Female",NA,23,23
30151,"Croatian","WS",25,"Female",NA,296,296
30152,"Croatian","WS",22,"Female",NA,137,137
30153,"Croatian","WS",25,"Female",NA,235,235
30154,"Croatian","WS",29,"Female",NA,574,574
30155,"Croatian","WS",16,"Male",NA,12,12
30156,"Croatian","WS",23,"Male",NA,41,41
30157,"Croatian","WS",27,"Male",NA,357,357
30158,"Croatian","WS",28,"Male",NA,425,425
30159,"Croatian","WS",29,"Male",NA,390,390
30160,"Croatian","WS",25,"Male",NA,410,410
30161,"Croatian","WS",20,"Male",NA,238,238
30162,"Croatian","WS",23,"Male",NA,73,73
30163,"Croatian","WS",27,"Male",NA,338,338
30164,"Croatian","WS",30,"Male",NA,531,531
30165,"Croatian","WS",18,"Male",NA,98,98
30166,"Croatian","WS",28,"Female",NA,408,408
30167,"Croatian","WS",19,"Female",NA,44,44
30168,"Croatian","WS",21,"Female",NA,212,212
30169,"Croatian","WS",22,"Female",NA,43,43
30170,"Croatian","WS",23,"Female",NA,396,396
30171,"Croatian","WS",25,"Female",NA,547,547
30172,"Croatian","WS",26,"Female",NA,351,351
30173,"Croatian","WS",28,"Female",NA,483,483
30174,"Croatian","WS",29,"Female",NA,420,420
30175,"Croatian","WS",30,"Female",NA,395,395
30176,"Croatian","WS",17,"Male",NA,21,21
30177,"Croatian","WS",18,"Male",NA,25,25
30178,"Croatian","WS",18,"Male",NA,70,70
30179,"Croatian","WS",20,"Male",NA,547,547
30180,"Croatian","WS",24,"Male",NA,121,121
30181,"Croatian","WS",25,"Male",NA,53,53
30182,"Croatian","WS",26,"Male",NA,362,362
30183,"Croatian","WS",26,"Male",NA,591,591
30184,"Croatian","WS",27,"Male",NA,655,655
30185,"Croatian","WS",30,"Male",NA,408,408
30186,"Croatian","WS",20,"Female",NA,185,185
30187,"Croatian","WS",21,"Female",NA,34,34
30188,"Croatian","WS",23,"Female",NA,105,105
30189,"Croatian","WS",18,"Female",NA,24,24
30190,"Croatian","WS",17,"Male",NA,19,19
30191,"Croatian","WS",29,"Female",NA,233,233
30192,"Croatian","WS",26,"Male",NA,348,348
30193,"Croatian","WS",23,"Female",NA,156,156
30194,"Croatian","WS",20,"Female",NA,104,104
30195,"Croatian","WS",18,"Female",NA,196,196
30196,"Croatian","WS",16,"Male",NA,14,14
30197,"Croatian","WS",19,"Male",NA,32,32
30198,"Croatian","WS",22,"Male",NA,166,166
30199,"Croatian","WS",24,"Male",NA,307,307
30200,"Croatian","WS",24,"Male",NA,539,539
30201,"Croatian","WS",30,"Female",NA,456,456
30202,"Croatian","WS",29,"Female",NA,145,145
30203,"Croatian","WS",26,"Female",NA,447,447
30204,"Croatian","WS",24,"Female",NA,303,303
30205,"Croatian","WS",24,"Female",NA,272,272
30206,"Croatian","WS",23,"Female",NA,260,260
30207,"Croatian","WS",20,"Female",NA,191,191
30208,"Croatian","WS",19,"Female",NA,148,148
30209,"Croatian","WS",29,"Male",NA,561,561
30210,"Croatian","WS",23,"Male",NA,380,380
30211,"Croatian","WS",21,"Male",NA,150,150
30212,"Croatian","WS",20,"Male",NA,48,48
30213,"Croatian","WS",29,"Female",NA,341,341
30214,"Croatian","WS",29,"Female",NA,307,307
30215,"Croatian","WS",29,"Female",NA,510,510
30216,"Croatian","WS",28,"Female",NA,529,529
30217,"Croatian","WS",26,"Female",NA,419,419
30218,"Croatian","WS",24,"Female",NA,293,293
30219,"Croatian","WS",22,"Female",NA,310,310
30220,"Croatian","WS",19,"Female",NA,217,217
30221,"Croatian","WS",16,"Female",NA,8,8
30222,"Croatian","WS",17,"Male",NA,23,23
30223,"Croatian","WS",17,"Male",NA,49,49
30224,"Croatian","WS",19,"Male",NA,297,297
30225,"Croatian","WS",18,"Male",NA,80,80
30226,"Croatian","WS",19,"Male",NA,65,65
30227,"Croatian","WS",20,"Male",NA,15,15
30228,"Croatian","WS",24,"Male",NA,151,151
30229,"Croatian","WS",25,"Male",NA,216,216
30230,"Croatian","WS",25,"Male",NA,136,136
30231,"Croatian","WS",26,"Male",NA,644,644
30232,"Croatian","WS",27,"Male",NA,367,367
30233,"Croatian","WS",28,"Male",NA,515,515
30234,"Croatian","WS",17,"Male",NA,15,15
30235,"Croatian","WS",18,"Male",NA,88,88
30236,"Croatian","WS",19,"Male",NA,44,44
30237,"Croatian","WS",20,"Male",NA,119,119
30238,"Croatian","WS",21,"Male",NA,211,211
30239,"Croatian","WS",23,"Male",NA,239,239
30240,"Croatian","WS",24,"Male",NA,221,221
30241,"Croatian","WS",25,"Male",NA,280,280
30242,"Croatian","WS",28,"Male",NA,481,481
30243,"Croatian","WS",16,"Female",NA,26,26
30244,"Croatian","WS",17,"Female",NA,78,78
30245,"Croatian","WS",17,"Female",NA,78,78
30246,"Croatian","WS",22,"Female",NA,273,273
30247,"Croatian","WS",27,"Female",NA,381,381
30248,"Croatian","WS",27,"Female",NA,553,553
30249,"Croatian","WS",29,"Female",NA,527,527
30250,"Croatian","WS",29,"Female",NA,537,537
30251,"Croatian","WS",17,"Female",NA,22,22
30252,"Croatian","WS",20,"Female",NA,146,146
30253,"Croatian","WS",23,"Female",NA,446,446
30254,"Croatian","WS",20,"Female",NA,62,62
30255,"Croatian","WS",28,"Female",NA,443,443
30256,"Croatian","WS",21,"Female",NA,238,238
30257,"Croatian","WS",21,"Female",NA,141,141
30258,"Croatian","WS",23,"Female",NA,254,254
30259,"Croatian","WS",22,"Female",NA,305,305
30260,"Croatian","WS",18,"Female",NA,22,22
30261,"Croatian","WS",26,"Male",NA,114,114
30262,"Croatian","WS",16,"Male",NA,30,30
30263,"Croatian","WS",25,"Male",NA,207,207
30264,"Croatian","WS",23,"Male",NA,127,127
30265,"Croatian","WS",21,"Male",NA,37,37
30266,"Croatian","WS",22,"Male",NA,419,419
30267,"Croatian","WS",22,"Male",NA,165,165
30268,"Croatian","WS",22,"Female",NA,148,148
30269,"Croatian","WS",21,"Female",NA,285,285
30270,"Croatian","WS",19,"Female",NA,21,21
30271,"Croatian","WS",23,"Female",NA,37,37
30272,"Croatian","WS",16,"Female",NA,72,72
30273,"Croatian","WS",29,"Female",NA,220,220
30274,"Croatian","WS",18,"Female",NA,82,82
30275,"Croatian","WS",19,"Female",NA,27,27
30276,"Croatian","WS",24,"Male",NA,175,175
30277,"Croatian","WS",25,"Male",NA,198,198
30278,"Croatian","WS",26,"Male",NA,246,246
30279,"Croatian","WS",20,"Male",NA,227,227
30280,"Croatian","WS",20,"Male",NA,23,23
30281,"Croatian","WS",28,"Male",NA,270,270
30282,"Croatian","WS",30,"Male",NA,350,350
30283,"Croatian","WS",21,"Male",NA,409,409
30284,"Croatian","WS",24,"Male",NA,209,209
30285,"Croatian","WS",26,"Male",NA,142,142
30286,"Croatian","WS",29,"Male",NA,288,288
30287,"Croatian","WS",17,"Male",NA,58,58
30288,"Croatian","WS",21,"Female",NA,232,232
30289,"Croatian","WS",26,"Female",NA,519,519
30290,"Croatian","WS",18,"Female",NA,320,320
30291,"Croatian","WS",24,"Female",NA,186,186
30292,"Croatian","WS",25,"Female",NA,458,458
30293,"Croatian","WS",28,"Female",NA,680,680
30294,"Croatian","WS",29,"Female",NA,490,490
30295,"Croatian","WS",17,"Female",NA,15,15
30296,"Croatian","WS",22,"Female",NA,395,395
30297,"Croatian","WS",24,"Female",NA,258,258
30298,"Croatian","WS",26,"Male",NA,305,305
30299,"Croatian","WS",27,"Male",NA,465,465
30300,"Croatian","WS",23,"Male",NA,194,194
30301,"Croatian","WS",28,"Male",NA,315,315
30302,"Croatian","WS",18,"Male",NA,10,10
30303,"Croatian","WS",21,"Male",NA,64,64
30304,"Croatian","WS",25,"Female",NA,208,208
30305,"Croatian","WS",23,"Female",NA,495,495
30306,"Croatian","WS",25,"Female",NA,595,595
30307,"Croatian","WS",21,"Female",NA,44,44
30308,"Croatian","WS",24,"Female",NA,395,395
30309,"Croatian","WS",30,"Female",NA,712,712
30310,"Croatian","WS",20,"Female",NA,34,34
30311,"Croatian","WS",26,"Female",NA,612,612
30312,"Croatian","WS",27,"Female",NA,453,453
30313,"Croatian","WS",27,"Female",NA,239,239
30314,"Croatian","WS",29,"Female",NA,480,480
30315,"Croatian","WS",20,"Female",NA,52,52
30316,"Croatian","WS",30,"Female",NA,369,369
30317,"Croatian","WS",26,"Male",NA,169,169
30318,"Croatian","WS",30,"Male",NA,97,97
30319,"Croatian","WS",20,"Male",NA,38,38
30320,"Croatian","WS",17,"Male",NA,14,14
30321,"Croatian","WS",24,"Male",NA,250,250
30322,"Croatian","WS",25,"Male",NA,105,105
30323,"Croatian","WS",21,"Male",NA,19,19
30324,"Croatian","WS",21,"Male",NA,49,49
30325,"Croatian","WS",25,"Male",NA,216,216
30326,"Croatian","WS",19,"Male",NA,8,8
30327,"Croatian","WS",27,"Female",NA,545,545
30328,"Croatian","WS",28,"Female",NA,554,554
30329,"Croatian","WS",22,"Female",NA,125,125
30330,"Croatian","WS",20,"Female",NA,255,255
30331,"Croatian","WS",27,"Female",NA,299,299
30332,"Croatian","WS",23,"Female",NA,448,448
30333,"Croatian","WS",30,"Male",NA,480,480
30334,"Croatian","WS",27,"Male",NA,358,358
30335,"Croatian","WS",29,"Male",NA,273,273
30336,"Croatian","WS",30,"Male",NA,552,552
30337,"Croatian","WS",27,"Male",NA,409,409
30338,"Croatian","WS",22,"Male",NA,262,262
30339,"Croatian","WS",24,"Female",NA,443,443
30340,"Croatian","WS",23,"Male",NA,212,212
30341,"Croatian","WS",24,"Male",NA,466,466
30342,"Croatian","WS",28,"Female",NA,521,521
30343,"Croatian","WS",27,"Female",NA,253,253
30344,"Croatian","WS",20,"Female",NA,149,149
30345,"Croatian","WS",24,"Female",NA,206,206
30346,"Croatian","WS",20,"Female",NA,267,267
30347,"Croatian","WS",19,"Female",NA,35,35
30348,"Croatian","WS",20,"Female",NA,325,325
30349,"Croatian","WS",30,"Male",NA,563,563
30350,"Croatian","WS",30,"Male",NA,307,307
30351,"Croatian","WS",25,"Male",NA,270,270
30352,"Croatian","WS",22,"Male",NA,101,101
30353,"Croatian","WS",18,"Male",NA,114,114
30354,"Croatian","WS",28,"Male",NA,318,318
30355,"Croatian","WS",25,"Female",NA,299,299
30356,"Croatian","WS",17,"Male",NA,57,57
30357,"Croatian","WS",26,"Female",NA,580,580
30358,"Croatian","WS",19,"Female",NA,247,247
30359,"Croatian","WS",21,"Female",NA,296,296
30360,"Croatian","WS",27,"Male",NA,230,230
30361,"Croatian","WS",26,"Female",NA,516,516
30362,"Croatian","WS",21,"Female",NA,338,338
30363,"Croatian","WS",29,"Female",NA,544,544
30364,"Croatian","WS",30,"Female",NA,533,533
30365,"Croatian","WS",24,"Female",NA,249,249
30366,"Croatian","WS",24,"Male",NA,459,459
30367,"Croatian","WS",25,"Male",NA,142,142
30368,"Croatian","WS",29,"Male",NA,456,456
30369,"Croatian","WS",17,"Male",NA,445,445
30370,"Croatian","WS",30,"Male",NA,567,567
30371,"Croatian","WS",27,"Male",NA,478,478
30372,"Croatian","WS",21,"Male",NA,15,15
30373,"Croatian","WS",20,"Male",NA,13,13
30374,"Croatian","WS",25,"Male",NA,99,99
30375,"Croatian","WS",25,"Female",NA,382,382
30376,"Croatian","WS",19,"Female",NA,69,69
30377,"Croatian","WS",30,"Male",NA,460,460
30378,"Croatian","WS",30,"Male",NA,581,581
30379,"Croatian","WS",29,"Male",NA,293,293
30380,"Croatian","WS",27,"Male",NA,264,264
30381,"Croatian","WS",24,"Male",NA,126,126
30382,"Croatian","WS",23,"Male",NA,369,369
30383,"Croatian","WS",26,"Male",NA,102,102
30384,"Croatian","WS",21,"Male",NA,183,183
30385,"Croatian","WS",21,"Male",NA,22,22
30386,"Croatian","WS",21,"Male",NA,209,209
30387,"Croatian","WS",19,"Female",NA,125,125
30388,"Croatian","WS",16,"Male",NA,12,12
30389,"Croatian","WS",17,"Male",NA,7,7
30390,"Croatian","WS",26,"Male",NA,210,210
30391,"Croatian","WS",22,"Female",NA,324,324
30392,"Croatian","WS",22,"Female",NA,49,49
30393,"Croatian","WS",25,"Female",NA,120,120
30394,"Croatian","WS",17,"Female",NA,53,53
30395,"Croatian","WS",23,"Female",NA,143,143
30396,"Croatian","WS",30,"Male",NA,460,460
30397,"Croatian","WS",29,"Male",NA,204,204
30398,"Croatian","WS",30,"Male",NA,91,91
30399,"Croatian","WS",28,"Male",NA,290,290
30400,"Croatian","WS",25,"Female",NA,386,386
30401,"Croatian","WS",26,"Male",NA,267,267
30402,"Croatian","WS",23,"Male",NA,147,147
30403,"Croatian","WS",20,"Male",NA,195,195
30404,"Croatian","WS",21,"Male",NA,77,77
30405,"Croatian","WS",30,"Male",NA,294,294
30406,"Croatian","WS",29,"Male",NA,119,119
30407,"Croatian","WS",23,"Female",NA,133,133
30408,"Croatian","WS",19,"Female",NA,255,255
30409,"Croatian","WS",21,"Female",NA,246,246
30410,"Croatian","WS",30,"Female",NA,319,319
30411,"Croatian","WS",25,"Female",NA,278,278
30412,"Croatian","WS",17,"Male",NA,19,19
30413,"Croatian","WS",18,"Male",NA,27,27
30414,"Croatian","WS",23,"Male",NA,44,44
30415,"Croatian","WS",27,"Male",NA,582,582
30416,"Croatian","WS",29,"Male",NA,315,315
30417,"Croatian","WS",27,"Male",NA,443,443
30418,"Croatian","WS",20,"Male",NA,227,227
30419,"Croatian","WS",22,"Male",NA,65,65
30420,"Croatian","WS",22,"Female",NA,313,313
30421,"Croatian","WS",26,"Female",NA,366,366
30422,"Croatian","WS",19,"Female",NA,150,150
30423,"Croatian","WS",19,"Female",NA,15,15
30424,"Croatian","WS",17,"Female",NA,91,91
30425,"Croatian","WS",17,"Female",NA,118,118
30426,"Croatian","WS",22,"Female",NA,278,278
30427,"Croatian","WS",26,"Female",NA,428,428
30428,"Croatian","WS",18,"Male",NA,20,20
30429,"Croatian","WS",30,"Male",NA,337,337
30430,"Croatian","WS",18,"Male",NA,46,46
30431,"Croatian","WS",29,"Male",NA,334,334
30432,"Croatian","WS",25,"Male",NA,400,400
30433,"Croatian","WS",23,"Male",NA,558,558
30434,"Croatian","WS",24,"Male",NA,306,306
30435,"Croatian","WS",22,"Male",NA,103,103
30436,"Croatian","WS",21,"Male",NA,81,81
30437,"Croatian","WS",26,"Male",NA,463,463
30438,"Croatian","WS",27,"Male",NA,289,289
30439,"Croatian","WS",24,"Male",NA,376,376
30440,"Croatian","WS",22,"Male",NA,42,42
30441,"Croatian","WS",20,"Male",NA,35,35
30442,"Croatian","WS",22,"Male",NA,257,257
30443,"Croatian","WS",27,"Female",NA,391,391
30444,"Croatian","WS",16,"Female",NA,9,9
30445,"Croatian","WS",16,"Male",NA,83,83
30446,"Croatian","WS",16,"Female",NA,67,67
30447,"Croatian","WS",16,"Female",NA,16,16
32927,"Russian","WG",16,"Male",NA,310,16
32928,"Russian","WG",16,"Male",NA,202,23
32929,"Russian","WG",16,"Female",NA,228,18
32930,"Russian","WG",16,"Male",NA,203,5
32931,"Russian","WG",16,"Male",NA,197,29
32932,"Russian","WG",16,"Female",NA,191,46
32933,"Russian","WG",16,"Female",NA,306,54
32934,"Russian","WG",16,"Male",NA,211,44
32935,"Russian","WG",16,"Male",NA,260,13
32936,"Russian","WG",16,"Male",NA,165,16
32937,"Russian","WG",16,"Female",NA,217,12
32938,"Russian","WG",16,"Female",NA,158,11
32939,"Russian","WG",16,"Male",NA,194,1
32940,"Russian","WG",16,"Male",NA,98,40
32941,"Russian","WG",16,"Female",NA,240,15
32942,"Russian","WG",16,"Male",NA,289,25
32943,"Russian","WG",16,"Male",NA,342,17
32944,"Russian","WG",16,"Female",NA,380,197
32945,"Russian","WG",16,"Female",NA,369,323
32946,"Russian","WG",16,"Male",NA,281,33
32947,"Russian","WG",16,"Male",NA,298,3
32948,"Russian","WG",16,"Female",NA,194,19
32949,"Russian","WG",16,"Male",NA,234,6
32950,"Russian","WG",16,"Male",NA,295,24
32951,"Russian","WG",16,"Female",NA,216,41
32952,"Russian","WG",16,"Female",NA,196,21
32953,"Russian","WG",16,"Female",NA,288,54
32954,"Russian","WG",16,"Male",NA,185,51
32955,"Russian","WG",16,"Female",NA,184,18
32956,"Russian","WG",16,"Female",NA,142,29
32957,"Russian","WG",16,"Male",NA,225,88
32958,"Russian","WG",16,"Female",NA,232,0
32959,"Russian","WG",16,"Female",NA,342,16
32960,"Russian","WG",16,"Male",NA,236,7
32961,"Russian","WG",16,"Female",NA,248,33
32962,"Russian","WG",16,"Male",NA,217,29
32963,"Russian","WG",16,"Male",NA,345,8
32964,"Russian","WG",16,"Male",NA,247,39
32965,"Russian","WG",16,"Male",NA,350,55
32966,"Russian","WG",16,"Male",NA,287,28
32967,"Russian","WG",16,"Male",NA,241,54
32968,"Russian","WG",16,"Male",NA,224,16
32969,"Russian","WG",16,"Female",NA,237,26
32970,"Russian","WG",16,"Male",NA,259,50
32971,"Russian","WG",16,"Male",NA,316,16
32972,"Russian","WG",16,"Male",NA,290,56
32973,"Russian","WG",16,"Female",NA,334,52
32974,"Russian","WG",16,"Female",NA,424,62
32975,"Russian","WG",16,"Male",NA,344,50
32976,"Russian","WG",16,"Female",NA,311,22
32977,"Russian","WG",16,"Female",NA,318,7
32978,"Russian","WG",16,"Female",NA,84,24
32979,"Russian","WG",16,"Male",NA,293,15
32980,"Russian","WG",16,"Male",NA,350,28
32981,"Russian","WG",16,"Female",NA,372,53
32982,"Russian","WG",16,"Male",NA,266,61
32983,"Russian","WG",16,"Male",NA,217,24
32984,"Russian","WG",16,"Male",NA,299,64
32985,"Russian","WG",16,"Male",NA,367,93
32986,"Russian","WG",16,"Female",NA,370,11
32987,"Russian","WG",16,"Male",NA,203,12
32988,"Russian","WG",16,"Male",NA,101,12
32989,"Russian","WG",16,"Female",NA,55,5
32990,"Russian","WG",16,"Female",NA,208,17
32991,"Russian","WG",16,"Female",NA,413,41
32992,"Russian","WG",16,"Female",NA,236,51
32993,"Russian","WG",16,"Male",NA,211,43
32994,"Russian","WG",16,"Male",NA,140,6
32995,"Russian","WG",16,NA,NA,238,36
32996,"Russian","WG",16,"Female",NA,416,14
32997,"Russian","WG",16,"Female",NA,54,5
32998,"Russian","WG",16,"Female",NA,259,27
32999,"Russian","WG",16,"Female",NA,168,10
33000,"Russian","WG",16,"Female",NA,374,82
33001,"Russian","WG",16,"Male",NA,316,17
33002,"Russian","WG",16,"Male",NA,167,16
33003,"Russian","WG",16,"Female",NA,366,17
33004,"Russian","WG",16,"Male",NA,365,15
33005,"Russian","WG",16,"Male",NA,298,17
33006,"Russian","WG",16,"Female",NA,294,17
33007,"Russian","WG",16,"Female",NA,250,53
33008,"Russian","WG",17,"Male",NA,144,12
33009,"Russian","WG",17,"Male",NA,240,30
33010,"Russian","WG",17,"Male",NA,211,24
33011,"Russian","WG",17,"Female",NA,309,19
33012,"Russian","WG",17,"Male",NA,225,19
33013,"Russian","WG",17,"Male",NA,289,100
33014,"Russian","WG",17,"Male",NA,250,25
33015,"Russian","WG",17,"Female",NA,368,123
33016,"Russian","WG",17,"Male",NA,181,51
33017,"Russian","WG",17,"Female",NA,296,129
33018,"Russian","WG",17,"Female",NA,319,49
33019,"Russian","WG",17,"Female",NA,287,78
33020,"Russian","WG",17,"Female",NA,344,30
33021,"Russian","WG",17,"Male",NA,353,22
33022,"Russian","WG",17,"Female",NA,374,16
33023,"Russian","WG",17,"Male",NA,142,34
33024,"Russian","WG",17,"Male",NA,208,14
33025,"Russian","WG",17,"Female",NA,207,32
33026,"Russian","WG",17,"Female",NA,314,19
33027,"Russian","WG",17,"Female",NA,352,51
33028,"Russian","WG",17,"Male",NA,198,16
33029,"Russian","WG",17,"Male",NA,252,8
33030,"Russian","WG",17,"Male",NA,246,38
33031,"Russian","WG",17,"Male",NA,316,43
33032,"Russian","WG",17,"Female",NA,341,116
33033,"Russian","WG",17,"Male",NA,304,33
33034,"Russian","WG",17,"Male",NA,152,0
33035,"Russian","WG",17,"Female",NA,387,85
33036,"Russian","WG",17,"Male",NA,283,224
33037,"Russian","WG",17,"Female",NA,276,41
33038,"Russian","WG",17,"Male",NA,197,119
33039,"Russian","WG",17,"Female",NA,379,366
33040,"Russian","WG",17,"Female",NA,250,20
33041,"Russian","WG",17,"Male",NA,132,28
33042,"Russian","WG",17,"Female",NA,254,10
33043,"Russian","WG",17,"Male",NA,299,69
33044,"Russian","WG",17,"Female",NA,208,70
33045,"Russian","WG",17,"Female",NA,334,146
33046,"Russian","WG",17,"Female",NA,173,64
33047,"Russian","WG",17,"Female",NA,306,15
33048,"Russian","WG",17,"Female",NA,138,10
33049,"Russian","WG",17,"Male",NA,90,11
33050,"Russian","WG",17,"Male",NA,277,34
33051,"Russian","WG",17,"Male",NA,318,15
33052,"Russian","WG",17,"Male",NA,105,13
33053,"Russian","WG",17,"Female",NA,271,9
33054,"Russian","WG",17,"Male",NA,360,23
33055,"Russian","WG",17,"Female",NA,325,233
33056,"Russian","WG",17,"Female",NA,200,80
33057,"Russian","WG",17,"Male",NA,310,137
33058,"Russian","WG",17,"Male",NA,185,9
33059,"Russian","WG",17,"Female",NA,223,42
33060,"Russian","WG",17,"Female",NA,415,50
33061,"Russian","WG",17,"Female",NA,417,52
33062,"Russian","WG",17,"Male",NA,335,18
33063,"Russian","WG",17,"Male",NA,227,13
33064,"Russian","WG",17,"Female",NA,373,148
33065,"Russian","WG",17,"Female",NA,346,63
33066,"Russian","WG",17,"Male",NA,356,79
33067,"Russian","WG",17,"Female",NA,339,16
33068,"Russian","WG",17,"Female",NA,363,66
33069,"Russian","WG",17,"Male",NA,110,9
33070,"Russian","WG",17,"Female",NA,401,22
33071,"Russian","WG",17,"Male",NA,77,9
33072,"Russian","WG",17,"Male",NA,76,6
33073,"Russian","WG",17,"Male",NA,347,3
33074,"Russian","WG",17,"Male",NA,226,14
33075,"Russian","WG",17,"Male",NA,297,44
33076,"Russian","WG",17,"Female",NA,218,16
33077,"Russian","WG",17,"Male",NA,163,10
33078,"Russian","WG",17,"Male",NA,368,53
33079,"Russian","WG",17,"Male",NA,266,53
33080,"Russian","WG",17,"Male",NA,138,0
