data_id,age,language,form,birth_order,ethnicity,sex,zygosity,original_id,norming,longitudinal,source_name,measure,vocab,identity,cross_sectional,demo,n,edu
131368,18,English (American),WS,First,Black,Female,NA,CB03F038,FALSE,FALSE,Marchman,production,121,All Data,TRUE,Secondary,416,Secondary
131369,30,English (American),WS,First,Black,Female,NA,CB03F038,FALSE,FALSE,Marchman,production,618,All Data,TRUE,Secondary,416,Secondary
131370,25,English (American),WS,First,White,Male,NA,CB03M107,FALSE,FALSE,Marchman,production,169,All Data,TRUE,Secondary,416,Secondary
131463,18,English (American),WS,First,White,Male,NA,CW14M067,FALSE,FALSE,Marchman,production,238,All Data,TRUE,Secondary,416,Secondary
131464,28,English (American),WS,First,White,Male,NA,CW14M067,FALSE,FALSE,Marchman,production,542,All Data,TRUE,Secondary,416,Secondary
131490,24,English (American),WS,First,White,Male,NA,DW03M018,FALSE,FALSE,Marchman,production,364,All Data,TRUE,Secondary,416,Secondary
131491,30,English (American),WS,First,White,Male,NA,DW03M018,FALSE,FALSE,Marchman,production,518,All Data,TRUE,Secondary,416,Secondary
131498,24,English (American),WS,Second,Black,Female,NA,EB05F098,FALSE,FALSE,Marchman,production,332,All Data,TRUE,Secondary,416,Secondary
131509,23,English (American),WS,Third,Black,Male,NA,ED06M117,FALSE,FALSE,Marchman,production,321,All Data,TRUE,Secondary,416,Secondary
131551,18,English (American),WS,First,White,Female,NA,HA03F018,FALSE,FALSE,Marchman,production,126,All Data,TRUE,Secondary,416,Secondary
131572,18,English (American),WS,Second,White,Female,NA,HM03F018,FALSE,FALSE,Marchman,production,82,All Data,TRUE,Secondary,416,Secondary
131573,24,English (American),WS,Second,White,Female,NA,HM03F018,FALSE,FALSE,Marchman,production,423,All Data,TRUE,Secondary,416,Secondary
131574,30,English (American),WS,Second,White,Female,NA,HM03F018,FALSE,FALSE,Marchman,production,548,All Data,TRUE,Secondary,416,Secondary
131592,24,English (American),WS,First,Hispanic,Male,NA,IR22M018,FALSE,FALSE,Marchman,production,28,All Data,TRUE,Secondary,416,Secondary
131598,24,English (American),WS,Second,White,Female,NA,IT02F107,FALSE,FALSE,Marchman,production,323,All Data,TRUE,Secondary,416,Secondary
131607,23,English (American),WS,Second,White,Male,NA,JB23M108,TRUE,FALSE,Marchman,production,592,All Data,TRUE,Secondary,416,Secondary
131633,20,English (American),WS,Second,White,Male,NA,JH03M097,FALSE,FALSE,Marchman,production,628,All Data,TRUE,Secondary,416,Secondary
131650,22,English (American),WS,First,White,Male,NA,JP02M059,FALSE,FALSE,Marchman,production,466,All Data,TRUE,Secondary,416,Secondary
131654,30,English (American),WS,Third,White,Female,NA,JP03F057,FALSE,FALSE,Marchman,production,624,All Data,TRUE,Secondary,416,Secondary
131695,24,English (American),WS,First,White,Female,NA,KK04F098,FALSE,FALSE,Marchman,production,292,All Data,TRUE,Secondary,416,Secondary
131761,25,English (American),WS,First,Black,Male,NA,MB15M117,FALSE,FALSE,Marchman,production,98,All Data,TRUE,Secondary,416,Secondary
131780,18,English (American),WS,First,White,Female,NA,MM02F059,FALSE,FALSE,Marchman,production,85,All Data,TRUE,Secondary,416,Secondary
131781,24,English (American),WS,First,White,Female,NA,MM02F059,FALSE,FALSE,Marchman,production,467,All Data,TRUE,Secondary,416,Secondary
131782,29,English (American),WS,First,White,Female,NA,MM02F059,FALSE,FALSE,Marchman,production,613,All Data,TRUE,Secondary,416,Secondary
131792,26,English (American),WS,Second,Black,Male,NA,MM25M058,FALSE,FALSE,Marchman,production,139,All Data,TRUE,Secondary,416,Secondary
131824,18,English (American),WS,Third,White,Male,NA,NC05M098,FALSE,FALSE,Marchman,production,443,All Data,TRUE,Secondary,416,Secondary
131871,19,English (American),WS,Second,Hispanic,Male,NA,PM03M059,FALSE,FALSE,Marchman,production,73,All Data,TRUE,Secondary,416,Secondary
131872,25,English (American),WS,Second,Hispanic,Male,NA,PM03M059,FALSE,FALSE,Marchman,production,204,All Data,TRUE,Secondary,416,Secondary
131877,20,English (American),WS,First,White,Male,NA,PW02M057,FALSE,FALSE,Marchman,production,485,All Data,TRUE,Secondary,416,Secondary
131878,24,English (American),WS,First,White,Male,NA,PW02M057,FALSE,FALSE,Marchman,production,621,All Data,TRUE,Secondary,416,Secondary
131879,30,English (American),WS,First,White,Male,NA,PW02M057,FALSE,FALSE,Marchman,production,633,All Data,TRUE,Secondary,416,Secondary
131938,18,English (American),WS,Sixth,White,Female,NA,SK04F098,FALSE,FALSE,Marchman,production,25,All Data,TRUE,Secondary,416,Secondary
131939,24,English (American),WS,Sixth,White,Female,NA,SK04F098,FALSE,FALSE,Marchman,production,9,All Data,TRUE,Secondary,416,Secondary
131940,30,English (American),WS,Sixth,White,Female,NA,SK04F098,FALSE,FALSE,Marchman,production,15,All Data,TRUE,Secondary,416,Secondary
131948,21,English (American),WS,Second,White,Female,NA,SM20F057,TRUE,FALSE,Marchman,production,117,All Data,TRUE,Secondary,416,Secondary
131976,19,English (American),WS,Second,White,Female,NA,SW06F108,FALSE,FALSE,Marchman,production,330,All Data,TRUE,Secondary,416,Secondary
131977,24,English (American),WS,Second,White,Female,NA,SW06F108,FALSE,FALSE,Marchman,production,522,All Data,TRUE,Secondary,416,Secondary
131978,30,English (American),WS,Second,White,Female,NA,SW06F108,FALSE,FALSE,Marchman,production,634,All Data,TRUE,Secondary,416,Secondary
131989,18,English (American),WS,Third,White,Female,NA,TF03F018,FALSE,FALSE,Marchman,production,320,All Data,TRUE,Secondary,416,Secondary
131994,19,English (American),WS,First,White,Female,NA,TM03F018,FALSE,FALSE,Marchman,production,490,All Data,TRUE,Secondary,416,Secondary
131995,24,English (American),WS,First,White,Female,NA,TM03F018,FALSE,FALSE,Marchman,production,569,All Data,TRUE,Secondary,416,Secondary
131996,30,English (American),WS,First,White,Female,NA,TM03F018,FALSE,FALSE,Marchman,production,635,All Data,TRUE,Secondary,416,Secondary
132038,29,English (American),WS,First,White,Male,NA,WW03M069,FALSE,FALSE,Marchman,production,152,All Data,TRUE,Secondary,416,Secondary
132057,24,English (American),WS,First,White,Male,NA,ZO02M047,FALSE,FALSE,Marchman,production,471,All Data,TRUE,Secondary,416,Secondary
132058,30,English (American),WS,First,White,Male,NA,ZO02M047,FALSE,FALSE,Marchman,production,668,All Data,TRUE,Secondary,416,Secondary
135042,26,English (American),WS,Second,NA,Male,NA,7247,FALSE,FALSE,Marchman,production,227,All Data,TRUE,Secondary,416,Secondary
135052,25,English (American),WS,Second,NA,Male,NA,20027,FALSE,FALSE,Marchman,production,327,All Data,TRUE,Secondary,416,Secondary
135055,25,English (American),WS,Third,NA,Female,NA,20041,FALSE,FALSE,Marchman,production,537,All Data,TRUE,Secondary,416,Secondary
135071,24,English (American),WS,First,NA,Male,NA,20122,FALSE,FALSE,Marchman,production,322,All Data,TRUE,Secondary,416,Secondary
129248,25,English (American),WS,Second,Other,Male,NA,L1022,TRUE,FALSE,Marchman,production,444,All Data,TRUE,Some College,613,Some College (n = 613)
129249,24,English (American),WS,Second,White,Male,NA,L1024,TRUE,FALSE,Marchman,production,582,All Data,TRUE,Some College,613,Some College (n = 613)
129252,29,English (American),WS,Second,Other,Female,NA,L1035,TRUE,FALSE,Marchman,production,526,All Data,TRUE,Some College,613,Some College (n = 613)
129260,17,English (American),WS,Sixth,White,Male,NA,L1051,TRUE,FALSE,Marchman,production,166,All Data,TRUE,Some College,613,Some College (n = 613)
129264,26,English (American),WS,Second,Other,Male,NA,L1072,TRUE,FALSE,Marchman,production,379,All Data,TRUE,Some College,613,Some College (n = 613)
129266,22,English (American),WS,Third,Black,Female,NA,L108,TRUE,FALSE,Marchman,production,208,All Data,TRUE,Some College,613,Some College (n = 613)
129269,24,English (American),WS,First,Other,Male,NA,L1100,TRUE,FALSE,Marchman,production,514,All Data,TRUE,Some College,613,Some College (n = 613)
129274,24,English (American),WS,Fourth,Other,Male,NA,L1110,TRUE,FALSE,Marchman,production,181,All Data,TRUE,Some College,613,Some College (n = 613)
129284,23,English (American),WS,Second,Hispanic,Female,NA,L1146,TRUE,FALSE,Marchman,production,117,All Data,TRUE,Some College,613,Some College (n = 613)
129293,24,English (American),WS,Third,Hispanic,Female,NA,L128,TRUE,FALSE,Marchman,production,266,All Data,TRUE,Some College,613,Some College (n = 613)
129305,29,English (American),WS,Second,Black,Male,NA,L158,TRUE,FALSE,Marchman,production,603,All Data,TRUE,Some College,613,Some College (n = 613)
129307,23,English (American),WS,Third,Other,Female,NA,L160,TRUE,FALSE,Marchman,production,25,All Data,TRUE,Some College,613,Some College (n = 613)
129309,24,English (American),WS,Seventh,Other,Female,NA,L165,TRUE,FALSE,Marchman,production,219,All Data,TRUE,Some College,613,Some College (n = 613)
129310,29,English (American),WS,Third,Hispanic,Female,NA,L166,TRUE,FALSE,Marchman,production,338,All Data,TRUE,Some College,613,Some College (n = 613)
129314,21,English (American),WS,Second,Black,Female,NA,L174,TRUE,FALSE,Marchman,production,264,All Data,TRUE,Some College,613,Some College (n = 613)
129323,20,English (American),WS,Second,Asian,Female,NA,L200,TRUE,FALSE,Marchman,production,20,All Data,TRUE,Some College,613,Some College (n = 613)
129326,29,English (American),WS,Second,Other,Male,NA,L203,TRUE,FALSE,Marchman,production,462,All Data,TRUE,Some College,613,Some College (n = 613)
129328,21,English (American),WS,Third,Other,Male,NA,L300,TRUE,FALSE,Marchman,production,149,All Data,TRUE,Some College,613,Some College (n = 613)
129330,25,English (American),WS,Second,Black,Male,NA,L312,TRUE,FALSE,Marchman,production,296,All Data,TRUE,Some College,613,Some College (n = 613)
129336,24,English (American),WS,Second,Black,Male,NA,L336,TRUE,FALSE,Marchman,production,517,All Data,TRUE,Some College,613,Some College (n = 613)
129343,20,English (American),WS,Third,Other,Female,NA,L360,TRUE,FALSE,Marchman,production,118,All Data,TRUE,Some College,613,Some College (n = 613)
129344,24,English (American),WS,Second,Other,Female,NA,L362,TRUE,FALSE,Marchman,production,371,All Data,TRUE,Some College,613,Some College (n = 613)
129345,29,English (American),WS,Fourth,Hispanic,Female,NA,L365,TRUE,FALSE,Marchman,production,611,All Data,TRUE,Some College,613,Some College (n = 613)
129347,19,English (American),WS,Fourth,Black,Female,NA,L368,TRUE,FALSE,Marchman,production,225,All Data,TRUE,Some College,613,Some College (n = 613)
129352,20,English (American),WS,Fourth,Other,Female,NA,L383,TRUE,FALSE,Marchman,production,141,All Data,TRUE,Some College,613,Some College (n = 613)
129355,17,English (American),WS,Third,White,Male,NA,L407,TRUE,FALSE,Marchman,production,67,All Data,TRUE,Some College,613,Some College (n = 613)
129359,25,English (American),WS,Fifth,Black,Female,NA,L512,TRUE,FALSE,Marchman,production,321,All Data,TRUE,Some College,613,Some College (n = 613)
129361,22,English (American),WS,Third,White,Male,NA,L514,TRUE,FALSE,Marchman,production,21,All Data,TRUE,Some College,613,Some College (n = 613)
129362,29,English (American),WS,Second,White,Female,NA,L515,TRUE,FALSE,Marchman,production,186,All Data,TRUE,Some College,613,Some College (n = 613)
129364,22,English (American),WS,Third,Hispanic,Male,NA,L527,TRUE,FALSE,Marchman,production,121,All Data,TRUE,Some College,613,Some College (n = 613)
129367,21,English (American),WS,Third,White,Female,NA,L540,TRUE,FALSE,Marchman,production,18,All Data,TRUE,Some College,613,Some College (n = 613)
129368,28,English (American),WS,Third,Other,Female,NA,L541,TRUE,FALSE,Marchman,production,361,All Data,TRUE,Some College,613,Some College (n = 613)
129372,29,English (American),WS,Fifth,White,Female,NA,L562,TRUE,FALSE,Marchman,production,182,All Data,TRUE,Some College,613,Some College (n = 613)
129374,17,English (American),WS,Second,Hispanic,Female,NA,L565,TRUE,FALSE,Marchman,production,11,All Data,TRUE,Some College,613,Some College (n = 613)
129382,22,English (American),WS,Second,White,Female,NA,L590,TRUE,FALSE,Marchman,production,52,All Data,TRUE,Some College,613,Some College (n = 613)
129386,17,English (American),WS,Fourth,Hispanic,Male,NA,L613,TRUE,FALSE,Marchman,production,22,All Data,TRUE,Some College,613,Some College (n = 613)
129390,16,English (American),WS,Second,Black,Male,NA,L732,TRUE,FALSE,Marchman,production,9,All Data,TRUE,Some College,613,Some College (n = 613)
129398,19,English (American),WS,Second,Black,Male,NA,L767,TRUE,FALSE,Marchman,production,23,All Data,TRUE,Some College,613,Some College (n = 613)
129404,18,English (American),WS,Third,White,Female,NA,L788,TRUE,FALSE,Marchman,production,59,All Data,TRUE,Some College,613,Some College (n = 613)
129405,20,English (American),WS,Second,Black,Male,NA,L789,TRUE,FALSE,Marchman,production,156,All Data,TRUE,Some College,613,Some College (n = 613)
129406,27,English (American),WS,Second,White,Female,NA,L790,TRUE,FALSE,Marchman,production,570,All Data,TRUE,Some College,613,Some College (n = 613)
129417,21,English (American),WS,Third,White,Male,NA,L864,TRUE,FALSE,Marchman,production,86,All Data,TRUE,Some College,613,Some College (n = 613)
129418,21,English (American),WS,Third,Other,Male,NA,L866,TRUE,FALSE,Marchman,production,151,All Data,TRUE,Some College,613,Some College (n = 613)
129420,27,English (American),WS,Third,Other,Female,NA,L882,TRUE,FALSE,Marchman,production,584,All Data,TRUE,Some College,613,Some College (n = 613)
129422,24,English (American),WS,Second,Other,Male,NA,L888,TRUE,FALSE,Marchman,production,148,All Data,TRUE,Some College,613,Some College (n = 613)
129423,20,English (American),WS,Third,White,Female,NA,L891,TRUE,FALSE,Marchman,production,219,All Data,TRUE,Some College,613,Some College (n = 613)
129428,30,English (American),WS,Third,Hispanic,Male,NA,L913,TRUE,FALSE,Marchman,production,117,All Data,TRUE,Some College,613,Some College (n = 613)
129430,29,English (American),WS,Fourth,Black,Male,NA,L918,TRUE,FALSE,Marchman,production,375,All Data,TRUE,Some College,613,Some College (n = 613)
129432,27,English (American),WS,Sixth,White,Male,NA,L924,TRUE,FALSE,Marchman,production,300,All Data,TRUE,Some College,613,Some College (n = 613)
129438,30,English (American),WS,Second,White,Female,NA,L939,TRUE,FALSE,Marchman,production,451,All Data,TRUE,Some College,613,Some College (n = 613)
129439,22,English (American),WS,Second,Other,Female,NA,L940,TRUE,FALSE,Marchman,production,385,All Data,TRUE,Some College,613,Some College (n = 613)
129441,25,English (American),WS,Third,Black,Female,NA,L945,TRUE,FALSE,Marchman,production,551,All Data,TRUE,Some College,613,Some College (n = 613)
129447,20,English (American),WS,Third,Hispanic,Male,NA,L964,TRUE,FALSE,Marchman,production,104,All Data,TRUE,Some College,613,Some College (n = 613)
129474,19,English (American),WS,Fourth,Black,Female,NA,LSU003T,TRUE,FALSE,Marchman,production,60,All Data,TRUE,Some College,613,Some College (n = 613)
129483,16,English (American),WS,First,Black,Male,NA,LSU020T,TRUE,FALSE,Marchman,production,83,All Data,TRUE,Some College,613,Some College (n = 613)
129485,21,English (American),WS,Third,Black,Male,NA,LSU023T,TRUE,FALSE,Marchman,production,152,All Data,TRUE,Some College,613,Some College (n = 613)
129487,18,English (American),WS,Second,Black,Female,NA,LSU025T,TRUE,FALSE,Marchman,production,42,All Data,TRUE,Some College,613,Some College (n = 613)
129490,18,English (American),WS,Fourth,Black,Female,NA,LSU030T,TRUE,FALSE,Marchman,production,127,All Data,TRUE,Some College,613,Some College (n = 613)
129499,16,English (American),WS,First,Black,Male,NA,LSU043T,TRUE,FALSE,Marchman,production,83,All Data,TRUE,Some College,613,Some College (n = 613)
129511,27,English (American),WS,Second,Black,Male,NA,LSU063T,TRUE,FALSE,Marchman,production,607,All Data,TRUE,Some College,613,Some College (n = 613)
129518,19,English (American),WS,First,Black,Male,NA,LSU076T,TRUE,FALSE,Marchman,production,52,All Data,TRUE,Some College,613,Some College (n = 613)
129524,20,English (American),WS,Second,Black,Female,NA,LSU082T,TRUE,FALSE,Marchman,production,50,All Data,TRUE,Some College,613,Some College (n = 613)
129525,29,English (American),WS,First,Black,Female,NA,LSU083T,TRUE,FALSE,Marchman,production,381,All Data,TRUE,Some College,613,Some College (n = 613)
129536,20,English (American),WS,First,White,Female,NA,100009,TRUE,FALSE,Marchman,production,370,All Data,TRUE,Some College,613,Some College (n = 613)
129539,27,English (American),WS,Second,White,Female,NA,100015,TRUE,FALSE,Marchman,production,585,All Data,TRUE,Some College,613,Some College (n = 613)
129540,27,English (American),WS,First,White,Male,NA,100016,TRUE,FALSE,Marchman,production,331,All Data,TRUE,Some College,613,Some College (n = 613)
129542,20,English (American),WS,Fourth,White,Female,NA,100022,TRUE,FALSE,Marchman,production,73,All Data,TRUE,Some College,613,Some College (n = 613)
129543,30,English (American),WS,First,White,Female,NA,100023,TRUE,FALSE,Marchman,production,575,All Data,TRUE,Some College,613,Some College (n = 613)
129546,28,English (American),WS,Fourth,White,Female,NA,100031,TRUE,FALSE,Marchman,production,253,All Data,TRUE,Some College,613,Some College (n = 613)
129552,18,English (American),WS,First,White,Female,NA,100040,TRUE,FALSE,Marchman,production,28,All Data,TRUE,Some College,613,Some College (n = 613)
129554,29,English (American),WS,First,Hispanic,Female,NA,100045,TRUE,FALSE,Marchman,production,560,All Data,TRUE,Some College,613,Some College (n = 613)
129555,27,English (American),WS,Second,White,Male,NA,100047,TRUE,FALSE,Marchman,production,305,All Data,TRUE,Some College,613,Some College (n = 613)
129568,17,English (American),WS,First,White,Female,NA,100064,TRUE,FALSE,Marchman,production,90,All Data,TRUE,Some College,613,Some College (n = 613)
129569,21,English (American),WS,First,White,Female,NA,100065,TRUE,FALSE,Marchman,production,252,All Data,TRUE,Some College,613,Some College (n = 613)
129571,23,English (American),WS,First,White,Male,NA,100067,TRUE,FALSE,Marchman,production,315,All Data,TRUE,Some College,613,Some College (n = 613)
129572,27,English (American),WS,First,Black,Female,NA,100068,TRUE,FALSE,Marchman,production,429,All Data,TRUE,Some College,613,Some College (n = 613)
129576,27,English (American),WS,Second,White,Male,NA,100072,TRUE,FALSE,Marchman,production,324,All Data,TRUE,Some College,613,Some College (n = 613)
129581,20,English (American),WS,First,White,Male,NA,100078,TRUE,FALSE,Marchman,production,211,All Data,TRUE,Some College,613,Some College (n = 613)
129582,18,English (American),WS,First,Hispanic,Female,NA,100080,TRUE,FALSE,Marchman,production,29,All Data,TRUE,Some College,613,Some College (n = 613)
129596,25,English (American),WS,Third,White,Female,NA,100097,TRUE,FALSE,Marchman,production,484,All Data,TRUE,Some College,613,Some College (n = 613)
129597,24,English (American),WS,Third,White,Male,NA,100099,TRUE,FALSE,Marchman,production,222,All Data,TRUE,Some College,613,Some College (n = 613)
129598,16,English (American),WS,Second,Black,Female,NA,100100,TRUE,FALSE,Marchman,production,291,All Data,TRUE,Some College,613,Some College (n = 613)
129601,20,English (American),WS,First,White,Male,NA,100106,TRUE,FALSE,Marchman,production,47,All Data,TRUE,Some College,613,Some College (n = 613)
129607,26,English (American),WS,First,White,Male,NA,100122,TRUE,FALSE,Marchman,production,610,All Data,TRUE,Some College,613,Some College (n = 613)
129613,20,English (American),WS,First,White,Female,NA,100135,TRUE,FALSE,Marchman,production,159,All Data,TRUE,Some College,613,Some College (n = 613)
129616,24,English (American),WS,Second,White,Male,NA,100139,TRUE,FALSE,Marchman,production,218,All Data,TRUE,Some College,613,Some College (n = 613)
129618,21,English (American),WS,First,Hispanic,Male,NA,100141,TRUE,FALSE,Marchman,production,59,All Data,TRUE,Some College,613,Some College (n = 613)
129621,23,English (American),WS,First,White,Male,NA,100250,TRUE,FALSE,Marchman,production,159,All Data,TRUE,Some College,613,Some College (n = 613)
129627,30,English (American),WS,First,White,Male,NA,100257,TRUE,FALSE,Marchman,production,644,All Data,TRUE,Some College,613,Some College (n = 613)
129629,26,English (American),WS,Second,Black,Female,NA,100259,TRUE,FALSE,Marchman,production,243,All Data,TRUE,Some College,613,Some College (n = 613)
129630,26,English (American),WS,Third,Black,Female,NA,100260,TRUE,FALSE,Marchman,production,239,All Data,TRUE,Some College,613,Some College (n = 613)
129632,27,English (American),WS,First,Hispanic,Male,NA,100262,TRUE,FALSE,Marchman,production,366,All Data,TRUE,Some College,613,Some College (n = 613)
129635,26,English (American),WS,First,White,Female,NA,100267,TRUE,FALSE,Marchman,production,351,All Data,TRUE,Some College,613,Some College (n = 613)
129637,22,English (American),WS,Third,White,Female,NA,100298,TRUE,FALSE,Marchman,production,377,All Data,TRUE,Some College,613,Some College (n = 613)
129640,30,English (American),WS,First,Hispanic,Male,NA,100301,TRUE,FALSE,Marchman,production,581,All Data,TRUE,Some College,613,Some College (n = 613)
129642,24,English (American),WS,Second,White,Male,NA,100307,TRUE,FALSE,Marchman,production,94,All Data,TRUE,Some College,613,Some College (n = 613)
129643,19,English (American),WS,Second,White,Female,NA,100308,TRUE,FALSE,Marchman,production,219,All Data,TRUE,Some College,613,Some College (n = 613)
129650,24,English (American),WS,Second,White,Female,NA,100315,TRUE,FALSE,Marchman,production,574,All Data,TRUE,Some College,613,Some College (n = 613)
129659,20,English (American),WS,First,White,Female,NA,100325,TRUE,FALSE,Marchman,production,422,All Data,TRUE,Some College,613,Some College (n = 613)
129664,19,English (American),WS,First,White,Male,NA,100336,TRUE,FALSE,Marchman,production,29,All Data,TRUE,Some College,613,Some College (n = 613)
129667,20,English (American),WS,Second,White,Male,NA,100339,TRUE,FALSE,Marchman,production,67,All Data,TRUE,Some College,613,Some College (n = 613)
129673,24,English (American),WS,First,Hispanic,Male,NA,100345,TRUE,FALSE,Marchman,production,203,All Data,TRUE,Some College,613,Some College (n = 613)
129674,19,English (American),WS,First,White,Female,NA,100346,TRUE,FALSE,Marchman,production,309,All Data,TRUE,Some College,613,Some College (n = 613)
129677,30,English (American),WS,First,White,Male,NA,100349,TRUE,FALSE,Marchman,production,508,All Data,TRUE,Some College,613,Some College (n = 613)
129678,18,English (American),WS,First,White,Female,NA,100350,TRUE,FALSE,Marchman,production,90,All Data,TRUE,Some College,613,Some College (n = 613)
129679,25,English (American),WS,Second,White,Female,NA,100351,TRUE,FALSE,Marchman,production,126,All Data,TRUE,Some College,613,Some College (n = 613)
129683,30,English (American),WS,First,White,Male,NA,100355,TRUE,FALSE,Marchman,production,615,All Data,TRUE,Some College,613,Some College (n = 613)
129686,28,English (American),WS,First,Hispanic,Male,NA,100359,TRUE,FALSE,Marchman,production,298,All Data,TRUE,Some College,613,Some College (n = 613)
129687,23,English (American),WS,Second,Other,Female,NA,100360,TRUE,FALSE,Marchman,production,27,All Data,TRUE,Some College,613,Some College (n = 613)
129688,18,English (American),WS,First,White,Male,NA,100361,TRUE,FALSE,Marchman,production,31,All Data,TRUE,Some College,613,Some College (n = 613)
129694,20,English (American),WS,First,White,Male,NA,100368,TRUE,FALSE,Marchman,production,3,All Data,TRUE,Some College,613,Some College (n = 613)
129696,18,English (American),WS,Third,White,Male,NA,100370,TRUE,FALSE,Marchman,production,33,All Data,TRUE,Some College,613,Some College (n = 613)
129700,18,English (American),WS,Second,White,Male,NA,100374,TRUE,FALSE,Marchman,production,26,All Data,TRUE,Some College,613,Some College (n = 613)
129703,28,English (American),WS,First,Other,Male,NA,100377,TRUE,FALSE,Marchman,production,442,All Data,TRUE,Some College,613,Some College (n = 613)
129705,29,English (American),WS,First,White,Female,NA,100379,TRUE,FALSE,Marchman,production,575,All Data,TRUE,Some College,613,Some College (n = 613)
129714,16,English (American),WS,First,White,Female,NA,100388,TRUE,FALSE,Marchman,production,49,All Data,TRUE,Some College,613,Some College (n = 613)
129715,26,English (American),WS,First,White,Male,NA,100389,TRUE,FALSE,Marchman,production,490,All Data,TRUE,Some College,613,Some College (n = 613)
129717,29,English (American),WS,First,White,Male,NA,100391,TRUE,FALSE,Marchman,production,173,All Data,TRUE,Some College,613,Some College (n = 613)
129728,18,English (American),WS,First,White,Male,NA,100405,TRUE,FALSE,Marchman,production,183,All Data,TRUE,Some College,613,Some College (n = 613)
129731,27,English (American),WS,First,Hispanic,Female,NA,100409,TRUE,FALSE,Marchman,production,508,All Data,TRUE,Some College,613,Some College (n = 613)
129733,18,English (American),WS,Third,White,Female,NA,100411,TRUE,FALSE,Marchman,production,13,All Data,TRUE,Some College,613,Some College (n = 613)
129735,26,English (American),WS,First,White,Male,NA,100414,TRUE,FALSE,Marchman,production,595,All Data,TRUE,Some College,613,Some College (n = 613)
129737,23,English (American),WS,Second,White,Male,NA,100417,TRUE,FALSE,Marchman,production,522,All Data,TRUE,Some College,613,Some College (n = 613)
129742,26,English (American),WS,Second,White,Female,NA,100422,TRUE,FALSE,Marchman,production,531,All Data,TRUE,Some College,613,Some College (n = 613)
129745,28,English (American),WS,First,White,Female,NA,100425,TRUE,FALSE,Marchman,production,513,All Data,TRUE,Some College,613,Some College (n = 613)
129746,25,English (American),WS,First,Asian,Female,NA,100426,TRUE,FALSE,Marchman,production,435,All Data,TRUE,Some College,613,Some College (n = 613)
129748,20,English (American),WS,First,Hispanic,Female,NA,100428,TRUE,FALSE,Marchman,production,19,All Data,TRUE,Some College,613,Some College (n = 613)
129760,17,English (American),WS,First,Hispanic,Female,NA,100440,TRUE,FALSE,Marchman,production,46,All Data,TRUE,Some College,613,Some College (n = 613)
129763,24,English (American),WS,Second,White,Female,NA,100443,TRUE,FALSE,Marchman,production,322,All Data,TRUE,Some College,613,Some College (n = 613)
129765,24,English (American),WS,First,White,Female,NA,100445,TRUE,FALSE,Marchman,production,235,All Data,TRUE,Some College,613,Some College (n = 613)
129768,17,English (American),WS,First,Hispanic,Male,NA,100448,TRUE,FALSE,Marchman,production,107,All Data,TRUE,Some College,613,Some College (n = 613)
129769,27,English (American),WS,First,White,Female,NA,100449,TRUE,FALSE,Marchman,production,648,All Data,TRUE,Some College,613,Some College (n = 613)
129781,21,English (American),WS,NA,White,Female,NA,100462,TRUE,FALSE,Marchman,production,192,All Data,TRUE,Some College,613,Some College (n = 613)
129782,24,English (American),WS,Third,White,Male,NA,100463,TRUE,FALSE,Marchman,production,371,All Data,TRUE,Some College,613,Some College (n = 613)
129783,30,English (American),WS,Second,Asian,Male,NA,100464,TRUE,FALSE,Marchman,production,424,All Data,TRUE,Some College,613,Some College (n = 613)
129784,26,English (American),WS,First,White,Male,NA,100465,TRUE,FALSE,Marchman,production,584,All Data,TRUE,Some College,613,Some College (n = 613)
129785,30,English (American),WS,First,White,Male,NA,100466,TRUE,FALSE,Marchman,production,588,All Data,TRUE,Some College,613,Some College (n = 613)
129786,25,English (American),WS,First,White,Female,NA,100467,TRUE,FALSE,Marchman,production,495,All Data,TRUE,Some College,613,Some College (n = 613)
129788,25,English (American),WS,First,Other,Female,NA,100469,TRUE,FALSE,Marchman,production,89,All Data,TRUE,Some College,613,Some College (n = 613)
129790,20,English (American),WS,First,White,Female,NA,100472,TRUE,FALSE,Marchman,production,222,All Data,TRUE,Some College,613,Some College (n = 613)
129794,22,English (American),WS,First,Other,Male,NA,100476,TRUE,FALSE,Marchman,production,127,All Data,TRUE,Some College,613,Some College (n = 613)
129797,30,English (American),WS,Second,White,Female,NA,100479,TRUE,FALSE,Marchman,production,622,All Data,TRUE,Some College,613,Some College (n = 613)
129800,27,English (American),WS,Second,White,Female,NA,100482,TRUE,FALSE,Marchman,production,170,All Data,TRUE,Some College,613,Some College (n = 613)
129801,27,English (American),WS,First,White,Female,NA,100483,TRUE,FALSE,Marchman,production,94,All Data,TRUE,Some College,613,Some College (n = 613)
129805,25,English (American),WS,First,White,Female,NA,100488,TRUE,FALSE,Marchman,production,398,All Data,TRUE,Some College,613,Some College (n = 613)
129806,18,English (American),WS,Second,White,Male,NA,100489,TRUE,FALSE,Marchman,production,508,All Data,TRUE,Some College,613,Some College (n = 613)
129807,19,English (American),WS,First,Hispanic,Male,NA,100490,TRUE,FALSE,Marchman,production,88,All Data,TRUE,Some College,613,Some College (n = 613)
129808,23,English (American),WS,First,White,Male,NA,100491,TRUE,FALSE,Marchman,production,198,All Data,TRUE,Some College,613,Some College (n = 613)
